이름,생년월일,휴대폰번호,연령,주민등록상 행정구역,지하철 이용횟수,버스 이용횟수,승차 Top1 행정동,승차 Top2 행정동,승차 Top3 행정동,하차 Top1 행정동,하차 Top2 행정동,하차 Top3 행정동,저소득층 여부,다자녀 여부,자녀수,이용요금,적립비율,적립금액,이용요금_올림,이용요금_내림,이용요금_반올림
황재현,1962-12-08,017-530-2947,63,경기도 과천시 주암동,27,9,경기도 연천군 백학면,경기도 안성시 신흥동,경기도 이천시 모가면,서울특별시 성북구 보문동1가,경기도 성남시 분당구 금곡동,서울특별시 양천구 목동,N,N,0,344077,0.2,68815,344080.0,344070.0,344080
조경숙,2006-07-06,019-663-2262,19,경기도 동두천시,35,7,서울특별시 송파구 장지동,경기도 안산시 상록구 팔곡일동,경기도 포천시 일동면,서울특별시 강남구 개포동,경기도 가평군 가평읍,서울특별시 종로구 재동,N,Y,3,17250,0.5,8625,17250.0,17250.0,17250
안준영,1956-10-25,053-292-2528,69,경기도 화성시 남양읍,29,6,서울특별시 중구 봉래동2가,서울특별시 용산구 용산동1가,경기도 안산시 상록구 팔곡이동,경기도 여주시 오학동,경기도 안성시 원곡면,경기도 남양주시 퇴계원읍,N,N,0,338143,0.2,67629,338150.0,338140.0,338140
송준혁,1990-07-05,053-388-0070,35,경기도 이천시 부발읍,31,12,경기도 화성시 우정읍,서울특별시 영등포구 대림동,경기도 남양주시 다산동,경기도 하남시 감일동,경기도 과천시 막계동,경기도 연천군 왕징면,N,N,0,426709,0.2,85342,426710.0,426700.0,426710
황진우,1977-12-07,051-984-4268,48,경기도 남양주시 별내면,27,11,경기도 가평군 상면,경기도 연천군 왕징면,경기도 광명시 가학동,경기도 화성시 서신면,경기도 포천시 일동면,경기도 평택시 고덕면,N,N,0,72739,0.2,14548,72740.0,72730.0,72740
김현정,1957-07-13,016-770-6784,68,경기도 양평군 양평읍,37,5,경기도 화성시 우정읍,경기도 안성시 서운면,경기도 양주시 남면,경기도 연천군 왕징면,서울특별시 은평구 역촌동,서울특별시 성북구 삼선동4가,N,N,0,115212,0.2,23042,115220.0,115210.0,115210
김상훈,1979-09-11,031-576-8276,46,경기도 여주시 금사면,30,15,경기도 여주시,경기도 여주시 점동면,경기도 성남시 분당구 정자동,서울특별시 종로구,경기도 파주시 광탄면,경기도 김포시 양촌읍,N,N,0,100758,0.2,20152,100760.0,100750.0,100760
이지원,1939-04-28,031-966-0032,86,경기도 파주시 광탄면,31,11,경기도 양평군 강하면,서울특별시 종로구 옥인동,경기도 양평군 양평읍,경기도 안산시 상록구 장하동,경기도 화성시 장안면,경기도 안성시 대덕면,Y,N,0,29591,0.53,15683,29600.0,29590.0,29590
최상훈,1955-03-21,064-765-3644,70,경기도 평택시 서정동,29,8,경기도 양주시 남면,서울특별시 용산구 서계동,경기도 평택시 서탄면,서울특별시 은평구 불광동,경기도 여주시 강천면,서울특별시 성북구 안암동1가,N,Y,2,18722,0.3,5617,18730.0,18720.0,18720
최민수,1953-12-23,033-806-8997,72,경기도 포천시 신북면,31,9,경기도 여주시 금사면,서울특별시 동대문구 전농동,경기도 이천시 장호원읍,경기도 양주시 남면,경기도 수원시 권선구 금곡동,경기도 양평군 지평면,N,N,0,113443,0.2,22689,113450.0,113440.0,113440
송경자,1960-03-01,053-328-5486,65,경기도 화성시 장안면,30,8,서울특별시 영등포구 양화동,경기도 화성시 향남읍,서울특별시 강북구,경기도 안산시,경기도 평택시 팽성읍,경기도 양주시 광적면,N,N,0,158734,0.2,31747,158740.0,158730.0,158730
강성호,1954-03-15,061-733-9897,71,경기도 양평군 지평면,32,10,서울특별시 강서구 방화동,서울특별시 종로구 숭인동,경기도 화성시 방교동,경기도 남양주시 진건읍,경기도 포천시 군내면,서울특별시 중구 삼각동,Y,Y,3,127131,0.53,67379,127140.0,127130.0,127130
오영진,1981-07-27,052-047-2724,44,경기도 광명시 철산동,33,4,서울특별시 동대문구 전농동,경기도 김포시 대곶면,경기도 안성시 공도읍,서울특별시 종로구 창성동,경기도 화성시 향남읍,경기도 여주시 오금동,N,Y,3,216291,0.5,108146,216300.0,216290.0,216290
최현우,1984-01-26,032-052-5034,41,경기도 광주시 초월읍,26,15,서울특별시 중구 장충동1가,경기도 포천시 군내면,경기도 광주시 곤지암읍,서울특별시 광진구 광장동,경기도 남양주시 오남읍,서울특별시 영등포구 영등포동5가,Y,N,0,122568,0.53,64961,122570.0,122560.0,122570
안민재,1972-04-06,054-207-5329,53,서울특별시 용산구 청암동,33,14,경기도 고양시 덕양구 대자동,경기도 여주시 산북면,경기도 김포시 하성면,경기도 평택시 동삭동,서울특별시 용산구 서계동,경기도 양주시 광적면,N,Y,3,377795,0.5,188898,377800.0,377790.0,377800
이지훈,1989-05-16,053-211-2091,36,경기도 용인시,28,9,경기도 평택시 서탄면,경기도 양주시 은현면,서울특별시 강북구,경기도 이천시 대월면,경기도 여주시 가업동,경기도 성남시,N,N,0,176240,0.2,35248,176240.0,176240.0,176240
김수빈,1990-09-10,055-168-1657,35,경기도 용인시 처인구 원삼면,22,8,경기도 안산시 단원구 대부남동,경기도 이천시 신둔면,서울특별시 중구 의주로1가,경기도 안성시 양성면,경기도 부천시 원미구 중동,경기도 평택시,N,N,0,48659,0.2,9732,48660.0,48650.0,48660
조경자,1940-05-26,052-608-0909,85,서울특별시 강동구 천호동,26,13,경기도 부천시 오정구 오정동,경기도 화성시 우정읍,서울특별시 성북구 안암동1가,경기도 화성시 산척동,서울특별시 종로구 재동,경기도 파주시 광탄면,N,N,0,396093,0.2,79219,396100.0,396090.0,396090
황도윤,1993-10-28,017-950-8656,32,경기도 이천시 호법면,29,12,경기도 양평군 개군면,경기도 연천군 미산면,경기도 안성시 대덕면,경기도 여주시 대신면,경기도 양평군 지평면,경기도 용인시 처인구 모현읍,N,N,0,373738,0.3,112121,373740.0,373730.0,373740
이주원,1974-09-11,051-604-5994,51,서울특별시 중구 소공동,24,9,경기도 포천시 영북면,경기도 양평군 양서면,경기도 화성시 향남읍,경기도 고양시 덕양구 고양동,경기도 남양주시 별내면,경기도 안산시 상록구 팔곡일동,N,N,0,87663,0.2,17533,87670.0,87660.0,87660
구준영,1972-07-24,018-441-7693,53,경기도 연천군 전곡읍,35,8,경기도 고양시 덕양구 도내동,경기도 화성시 기산동,경기도 연천군 백학면,경기도 평택시 팽성읍,서울특별시 종로구 훈정동,경기도 화성시 반송동,N,N,0,39779,0.2,7956,39780.0,39770.0,39780
이아름,1985-07-05,010-8609-2819,40,경기도 성남시 중원구,37,11,경기도 여주시 금사면,경기도 안산시 상록구 일동,경기도 안성시 고삼면,경기도 용인시 처인구 모현읍,서울특별시 은평구 구산동,경기도 양평군 옥천면,N,N,0,285814,0.2,57163,285820.0,285810.0,285810
윤지연,1995-04-24,031-673-8055,30,경기도 화성시 송산면,40,13,경기도 파주시 상지석동,경기도 광주시 쌍령동,경기도 광주시 초월읍,경기도 평택시 도일동,경기도 평택시 고덕면,경기도 화성시 향남읍,N,N,0,11697,0.3,3509,11700.0,11690.0,11700
박영미,1958-02-11,070-6046-3337,67,경기도 용인시 처인구 백암면,24,13,서울특별시 광진구 군자동,경기도 화성시 능동,경기도 여주시 점동면,경기도 광명시 가학동,경기도 용인시 처인구 해곡동,경기도 양주시 백석읍,N,N,0,105922,0.2,21184,105930.0,105920.0,105920
김옥자,2001-01-13,070-3444-4899,24,경기도 의정부시 고산동,33,11,경기도 양평군 양평읍,경기도 이천시 대월면,서울특별시 성북구 동선동3가,경기도 여주시 가남읍,경기도 포천시 군내면,경기도 평택시 청북읍,N,Y,3,116743,0.5,58372,116750.0,116740.0,116740
강민석,1981-09-21,019-248-0271,44,경기도 평택시 안중읍,33,11,경기도 연천군 연천읍,경기도 안성시 숭인동,서울특별시 서초구 내곡동,경기도 연천군 중면,경기도 오산시 탑동,경기도 양주시 장흥면,Y,N,0,188100,0.53,99693,188100.0,188100.0,188100
양유진,2006-03-04,062-161-0346,19,서울특별시 동대문구 휘경동,34,8,경기도 김포시 고촌읍,경기도 광주시 신현동,경기도 연천군 중면,서울특별시 성동구 응봉동,경기도 포천시 신북면,경기도 이천시 마장면,N,N,0,60050,0.3,18015,60050.0,60050.0,60050
류윤서,2003-10-14,061-454-4189,22,경기도 이천시 신둔면,29,12,경기도 포천시 영중면,서울특별시 종로구 명륜1가,경기도 평택시 팽성읍,경기도 양평군 용문면,경기도 연천군 장남면,경기도 양평군 양평읍,Y,N,0,83123,0.53,44055,83130.0,83120.0,83120
김은서,1960-11-26,02-5927-8390,65,서울특별시 중구 충무로2가,36,8,경기도 고양시 일산동구 중산동,경기도 연천군 왕징면,경기도 안산시 상록구 장상동,경기도 화성시 정남면,경기도 안성시 고삼면,경기도 광주시 곤지암읍,N,N,0,581334,0.2,116267,581340.0,581330.0,581330
류영철,1947-09-03,02-4932-8106,78,경기도 용인시 처인구 삼가동,31,20,경기도 이천시 모가면,경기도 안성시 미양면,경기도 파주시 파평면,경기도 이천시 부발읍,경기도 파주시 적성면,경기도 광주시 도척면,Y,N,0,391282,0.53,207379,391290.0,391280.0,391280
김정식,1946-07-11,011-848-6326,79,경기도 안성시 미양면,34,13,경기도 남양주시 화도읍,경기도 파주시 파주읍,경기도 평택시 오성면,경기도 고양시 일산동구 설문동,경기도 여주시 세종대왕면,경기도 용인시 처인구 양지면,Y,N,0,91215,0.53,48344,91220.0,91210.0,91220
장경수,1939-10-09,044-966-5308,86,경기도 광주시 곤지암읍,28,6,경기도 화성시 봉담읍,경기도 김포시 대곶면,경기도 파주시 장단면,경기도 용인시 처인구 양지면,경기도 연천군 연천읍,경기도 화성시 새솔동,N,N,0,646465,0.2,129293,646470.0,646460.0,646460
김준서,1941-10-31,031-456-7932,84,경기도 양평군 개군면,28,9,경기도 양평군 양평읍,경기도 평택시 팽성읍,서울특별시 중구 예장동,경기도 안성시 보개면,경기도 안성시 삼죽면,경기도 양평군 용문면,N,N,0,12185,0.2,2437,12190.0,12180.0,12180
고지은,1972-03-22,042-117-3212,53,서울특별시 은평구,25,10,경기도 평택시 청북읍,서울특별시 중구 남학동,경기도 포천시,경기도 동두천시 생연동,경기도 부천시 소사구 소사본동,경기도 화성시 향남읍,Y,N,0,68802,0.53,36465,68810.0,68800.0,68800
김종수,2006-03-06,053-469-9833,19,경기도 안성시 죽산면,28,10,경기도 오산시 갈곶동,서울특별시 용산구 주성동,경기도 양평군 지평면,경기도 여주시 가남읍,서울특별시 용산구 한강로1가,경기도 연천군 왕징면,N,N,0,235208,0.3,70562,235210.0,235200.0,235210
홍지원,1988-11-27,044-374-6557,37,경기도 이천시 신둔면,33,12,경기도 용인시 처인구 남사읍,경기도 용인시 처인구 백암면,서울특별시 서대문구 충정로3가,경기도 고양시 덕양구 벽제동,경기도 가평군 설악면,경기도 이천시 부발읍,N,N,0,173909,0.2,34782,173910.0,173900.0,173910
이혜진,1934-10-03,010-8160-2193,91,경기도 김포시 양촌읍,26,10,경기도 성남시 분당구 석운동,경기도 연천군 중면,경기도 안성시 일죽면,서울특별시 서초구 우면동,경기도 평택시 고덕면,경기도 화성시 남양읍,N,N,0,141323,0.2,28265,141330.0,141320.0,141320
손영길,1993-06-05,02-8060-9377,32,경기도 여주시 점동면,30,9,서울특별시 동대문구 회기동,경기도 광주시 퇴촌면,서울특별시 중구 만리동2가,경기도 의정부시 금오동,경기도 양평군 개군면,경기도 광주시 직동,Y,N,0,278869,0.53,147801,278870.0,278860.0,278870
김예은,1944-04-18,032-854-9620,81,경기도 평택시 청북읍,23,9,경기도 안성시 금석동,경기도 안성시 서운면,경기도 연천군 연천읍,경기도 광주시 퇴촌면,경기도 여주시 가남읍,경기도 평택시 포승읍,N,N,0,718487,0.2,143697,718490.0,718480.0,718490
김은영,1997-02-18,055-169-4807,28,서울특별시 중구 충정로1가,33,7,경기도 가평군 상면,경기도 파주시 신촌동,경기도 평택시 현덕면,경기도 수원시,경기도 안성시 양성면,경기도 이천시 부발읍,N,N,0,226500,0.3,67950,226500.0,226500.0,226500
최명숙,1967-10-05,061-502-9521,58,경기도 이천시 장호원읍,26,5,경기도 가평군 상면,경기도 김포시 북변동,경기도 여주시 금사면,경기도 포천시 내촌면,경기도 포천시 신북면,경기도 수원시 영통구 영통동,N,N,0,107514,0.2,21503,107520.0,107510.0,107510
장정호,1946-05-25,070-2921-7998,79,경기도 화성시 비봉면,28,8,경기도 성남시 분당구 궁내동,경기도 화성시 향남읍,경기도 안성시 공도읍,경기도 성남시 분당구 이매동,경기도 여주시 북내면,서울특별시 양천구 목동,N,N,0,217893,0.2,43579,217900.0,217890.0,217890
김정순,1971-11-20,070-8812-0938,54,경기도 안성시 미양면,29,10,경기도 평택시 현덕면,경기도 안성시 서운면,경기도 이천시 호법면,경기도 성남시 분당구 백현동,경기도 부천시 소사구 괴안동,서울특별시 중랑구 상봉동,N,Y,3,142575,0.5,71288,142580.0,142570.0,142580
이영환,1992-01-07,02-3613-9394,33,경기도 시흥시 방산동,27,10,경기도 의정부시 금오동,서울특별시 종로구 수송동,경기도 오산시 고현동,경기도 용인시 처인구 포곡읍,경기도 화성시 매송면,경기도 용인시 처인구 양지면,N,N,0,189947,0.3,56984,189950.0,189940.0,189950
이재현,1956-04-19,041-527-7706,69,경기도 고양시 덕양구 화전동,41,14,경기도 안양시 만안구 박달동,경기도 연천군 연천읍,서울특별시 용산구 동자동,경기도 안성시 죽산면,경기도 양평군 강하면,서울특별시 마포구 염리동,N,N,0,211773,0.2,42355,211780.0,211770.0,211770
장지훈,1962-06-08,061-495-4753,63,서울특별시 강서구 개화동,20,8,경기도 양평군,서울특별시 중구 무교동,경기도 하남시 덕풍동,경기도 동두천시 광암동,경기도 파주시 적성면,경기도 안성시 가현동,N,N,0,956884,0.2,191377,956890.0,956880.0,956880
박현우,2003-09-08,062-758-8573,22,서울특별시 영등포구 대림동,36,9,서울특별시 종로구 동숭동,경기도 이천시 설성면,경기도 파주시 파주읍,경기도 의정부시 녹양동,경기도 하남시 교산동,경기도 성남시 수정구 단대동,N,N,0,130113,0.3,39034,130120.0,130110.0,130110
장옥순,1939-03-22,017-233-4680,86,경기도 김포시 대곶면,29,9,경기도 용인시 수지구 고기동,경기도 광명시,경기도 가평군 조종면,서울특별시 용산구 원효로3가,경기도 남양주시 수동면,서울특별시 중구 봉래동2가,N,N,0,274012,0.2,54802,274020.0,274010.0,274010
김건우,2002-10-21,010-0121-7667,23,경기도 안성시 미양면,35,14,경기도 광주시 도척면,경기도 성남시 수정구 태평동,경기도 용인시 처인구 백암면,경기도 김포시 대곶면,경기도 포천시 동교동,경기도 양평군 개군면,N,Y,3,568502,0.5,284251,568510.0,568500.0,568500
