이름,생년월일,휴대폰번호,연령,주민등록상 행정구역,지하철 이용횟수,버스 이용횟수,승차 Top1 행정동,승차 Top2 행정동,승차 Top3 행정동,하차 Top1 행정동,하차 Top2 행정동,하차 Top3 행정동,저소득층 여부,다자녀 여부,자녀수,이용요금,적립비율,적립금액
이예원,1982-05-02,052-073-0838,43,경기도 성남시 중원구 은행동,21,10,경기도 가평군 조종면,서울특별시 성동구 송정동,경기도 가평군 청평면,서울특별시 성북구 동소문동5가,서울특별시 구로구 궁동,경기도 시흥시 매화동,N,N,0,168493,0.2,33699
허정희,2002-11-22,019-136-9855,23,경기도 가평군 청평면,33,8,서울특별시 광진구 중곡동,경기도 김포시 대곶면,경기도 포천시 가산면,경기도 파주시 장단면,서울특별시 중구 충무로4가,서울특별시 중구 회현동2가,N,N,0,108426,0.3,32528
문현지,2004-06-28,032-210-8459,21,경기도 포천시 영중면,32,12,경기도 안산시 상록구 팔곡일동,경기도 이천시 신둔면,서울특별시 동대문구 신설동,경기도 이천시 안흥동,경기도 파주시 탄현면,경기도 이천시 모가면,N,N,0,935458,0.3,280637
서영미,2002-07-24,062-259-4331,23,경기도 화성시 서신면,28,15,경기도 화성시 양감면,경기도 남양주시 조안면,경기도 수원시 권선구 탑동,서울특별시 강동구 강일동,서울특별시 중랑구,경기도 평택시 안중읍,N,N,0,212233,0.3,63670
성수민,1982-07-11,044-326-2179,43,경기도 이천시 율면,29,10,경기도 포천시 신북면,경기도 안성시 일죽면,경기도 파주시 파주읍,경기도 화성시 정남면,경기도 가평군 북면,경기도 파주시 파평면,N,Y,3,405923,0.5,202962
김중수,1945-08-21,064-703-2776,80,경기도 연천군 미산면,29,17,경기도 이천시 백사면,경기도 여주시 하동,경기도 김포시 월곶면,경기도 이천시 신둔면,경기도 남양주시 진접읍,경기도 고양시 일산서구 가좌동,N,N,0,482917,0.2,96583
김순자,1995-03-16,018-122-1130,30,경기도 안산시 상록구 월피동,31,9,경기도 안성시 미양면,경기도 여주시 대신면,경기도 김포시 하성면,경기도 안양시 동안구 호계동,서울특별시 용산구 이태원동,경기도 안성시 죽산면,N,N,0,257456,0.3,77237
이민석,1934-08-10,017-508-2317,91,,35,1,경기도 평택시 청북읍,경기도 양주시 남면,서울특별시 종로구 평창동,경기도 하남시 초이동,서울특별시 강서구 염창동,경기도 수원시 팔달구 중동,N,Y,3,103169,0.5,51584
문영식,1968-10-07,018-956-3812,57,경기도 하남시 학암동,21,12,서울특별시 성동구 금호동3가,서울특별시 성동구 성수동2가,서울특별시 용산구 청파동2가,경기도 여주시 대신면,경기도 광주시 남한산성면,경기도 포천시 소흘읍,N,N,0,128577,0.2,25715
이지훈,1936-04-06,051-239-5645,89,경기도 가평군 가평읍,28,8,경기도 양주시 회암동,경기도 가평군 설악면,경기도 김포시 장기동,경기도 파주시 진서면,서울특별시 은평구 구산동,경기도 포천시 창수면,N,N,0,32642,0.2,6528
권성수,1957-10-08,031-696-4923,68,경기도 파주시 적성면,34,9,경기도 연천군 신서면,경기도 평택시 현덕면,서울특별시 중구 남산동1가,서울특별시 종로구 봉익동,경기도 포천시 신읍동,경기도 이천시 장호원읍,N,N,0,181713,0.2,36343
권정순,1945-01-10,017-260-1344,80,경기도 부천시 원미구,26,8,서울특별시 서대문구 북아현동,경기도 김포시 하성면,서울특별시 성북구 하월곡동,서울특별시 광진구 구의동,경기도 이천시 마장면,경기도 포천시 가산면,N,Y,3,136185,0.5,68092
오은영,1992-04-19,052-617-2630,33,경기도 포천시 화현면,32,12,경기도 안성시 죽산면,경기도 광주시 남종면,서울특별시 중구 회현동1가,경기도 광주시 도척면,경기도 파주시 진동면,경기도 화성시 양감면,N,N,0,45669,0.3,13701
이준서,1987-08-17,02-3473-8392,38,서울특별시 강동구 천호동,40,12,서울특별시 서대문구 합동,경기도 안성시 일죽면,서울특별시 강남구 세곡동,경기도 안성시 가사동,경기도 포천시 화현면,경기도 남양주시 수동면,N,N,0,7944,0.2,1589
김지민,1973-10-03,011-602-6443,52,경기도 김포시 월곶면,32,11,경기도 평택시 장당동,경기도 고양시 일산동구 사리현동,경기도 이천시 마장면,서울특별시 송파구 풍납동,경기도 의정부시 민락동,경기도 용인시 처인구 모현읍,Y,N,0,385544,0.53,204338
이수빈,1948-12-17,061-698-7750,77,경기도 연천군 백학면,24,12,서울특별시 중구 만리동2가,경기도 여주시 세종대왕면,경기도 안성시 보개면,경기도 파주시 문산읍,경기도 포천시 영중면,경기도 이천시 신둔면,N,N,0,5879,0.2,1176
장영희,1952-09-18,018-238-6272,73,서울특별시 동대문구 전농동,30,10,경기도 고양시 덕양구 삼송동,경기도 용인시 처인구 백암면,경기도 연천군 왕징면,경기도 여주시 대신면,경기도 화성시 송산면,경기도 용인시 처인구 양지면,N,N,0,90834,0.2,18167
이현지,2006-05-31,064-719-3599,19,서울특별시 성북구 정릉동,33,12,경기도 오산시 외삼미동,서울특별시 성북구 안암동3가,경기도 파주시 적성면,경기도 하남시 선동,경기도 의왕시 학의동,서울특별시 용산구 이촌동,N,N,0,155702,0.3,46711
김옥순,1971-02-07,017-564-8550,54,경기도 용인시 처인구 모현읍,30,10,서울특별시 노원구 상계동,경기도 용인시 처인구 백암면,경기도 수원시 팔달구 신풍동,경기도 안성시 금광면,서울특별시 성북구 안암동5가,서울특별시 중랑구 망우동,Y,N,0,142907,0.53,75741
황영진,1945-03-15,016-244-5399,80,경기도 파주시,25,10,경기도 용인시 처인구 원삼면,경기도 포천시 군내면,경기도 고양시 일산서구 가좌동,경기도 연천군 장남면,경기도 평택시 팽성읍,서울특별시 중랑구 신내동,Y,N,0,144807,0.53,76748
성경숙,1995-03-09,055-370-9021,30,서울특별시 종로구 익선동,26,11,경기도 김포시 대곶면,경기도 파주시 탄현면,경기도 성남시 분당구 하산운동,경기도 평택시 팽성읍,경기도 김포시 양촌읍,경기도 광주시 남한산성면,N,N,0,48769,0.3,14631
김준호,2004-07-12,062-605-8814,21,경기도 이천시 마장면,29,10,경기도 여주시 금사면,경기도 수원시 권선구 장지동,경기도 화성시 송산면,서울특별시 용산구 산천동,경기도 양평군 개군면,경기도 가평군 청평면,Y,N,0,76275,0.53,40426
배영희,1984-07-07,062-018-1094,41,서울특별시 중구 필동1가,33,8,경기도 안양시 만안구 안양동,경기도 화성시 마도면,경기도 김포시 운양동,경기도 파주시 조리읍,경기도 파주시 탄현면,경기도 화성시 우정읍,N,Y,2,1139,0.3,342
강정웅,1997-05-18,032-977-3409,28,경기도 양평군 서종면,31,10,경기도 포천시 일동면,서울특별시 서대문구 천연동,경기도 화성시 서신면,경기도 포천시,경기도 포천시 선단동,경기도 이천시 송정동,N,N,0,491116,0.3,147335
주종수,1947-03-19,044-381-3868,78,경기도 의왕시,38,12,경기도 과천시 관문동,서울특별시 서대문구 충정로2가,경기도 평택시 고덕면,서울특별시 도봉구,경기도 여주시 강천면,서울특별시 종로구 훈정동,N,Y,3,176486,0.5,88243
이옥순,1976-12-16,017-054-1294,49,경기도 이천시 마장면,31,8,경기도 오산시 내삼미동,경기도 시흥시 정왕동,서울특별시 마포구 신공덕동,경기도 남양주시 도농동,경기도 파주시 적성면,경기도 평택시 현덕면,N,N,0,323710,0.2,64742
이수진,1953-12-18,033-212-1528,72,경기도 안성시 보개면,31,12,경기도 화성시 봉담읍,경기도 안성시 봉산동,경기도 수원시 권선구 금곡동,경기도 평택시 서탄면,경기도 평택시 안중읍,경기도 안성시 원곡면,N,Y,2,242974,0.3,72892
문경숙,1951-07-19,051-361-6791,74,경기도 여주시 가남읍,34,7,경기도 오산시 서동,경기도 이천시 율면,경기도 연천군 전곡읍,경기도 성남시 수정구 금토동,경기도 오산시 수청동,서울특별시 종로구 홍파동,N,N,0,157186,0.2,31437
진지은,1988-04-22,044-827-4374,37,경기도 양평군 단월면,38,13,경기도 안성시 서운면,서울특별시 서대문구 미근동,경기도 양주시 남면,경기도 시흥시 무지내동,경기도 화성시 봉담읍,경기도 성남시 분당구 서현동,N,Y,3,136692,0.5,68346
김도윤,1986-07-31,017-958-5353,39,경기도 이천시 호법면,36,14,경기도 연천군 백학면,경기도 여주시 가남읍,경기도 파주시 조리읍,경기도 파주시 적성면,경기도 용인시 처인구 양지면,경기도 여주시 세종대왕면,Y,N,0,112181,0.53,59456
백동현,2000-12-22,064-745-6450,25,경기도 이천시 율면,31,3,서울특별시 종로구 권농동,경기도 남양주시 다산동,경기도 김포시 월곶면,경기도 군포시 당정동,경기도 과천시 부림동,경기도 양주시 삼숭동,N,N,0,152647,0.3,45794
양현숙,1986-08-24,064-711-0982,39,경기도 양주시 은현면,32,9,경기도 안성시 석정동,경기도 가평군 상면,경기도 화성시 마도면,서울특별시 성동구 금호동3가,경기도 파주시 군내면,경기도 연천군 왕징면,N,N,0,42811,0.2,8562
김영수,1976-10-11,063-916-1192,49,경기도 여주시 세종대왕면,24,10,경기도 평택시 청북읍,경기도 여주시 대신면,서울특별시 송파구,경기도 용인시 처인구 남사읍,서울특별시 서대문구 북아현동,경기도 동두천시 상패동,N,N,0,95533,0.2,19107
김선영,1994-07-16,033-428-4933,31,경기도 오산시 서동,28,12,경기도 고양시 덕양구 강매동,경기도 이천시 부발읍,서울특별시 동작구 동작동,경기도 안성시,경기도 여주시 대신면,경기도 평택시 청북읍,N,N,0,151854,0.3,45556
박예지,1979-02-07,061-970-3404,46,경기도 평택시 팽성읍,37,10,경기도 수원시 장안구 파장동,경기도 이천시 부발읍,서울특별시 강북구 수유동,경기도 남양주시 진건읍,경기도 양주시 광적면,경기도 화성시 봉담읍,N,N,0,250844,0.2,50169
이영길,1936-04-11,064-723-2220,89,경기도 포천시 화현면,31,8,경기도 여주시 북내면,경기도 용인시 수지구,경기도 용인시 처인구 포곡읍,경기도 남양주시 조안면,경기도 파주시 진동면,경기도 이천시 장호원읍,N,N,0,292363,0.2,58473
윤건우,1942-05-09,016-975-0017,83,경기도 광주시 초월읍,19,10,경기도 성남시 중원구 은행동,경기도 평택시 안중읍,경기도 이천시 율면,경기도 수원시 팔달구 팔달로1가,경기도 남양주시 진건읍,경기도 오산시 원동,N,N,0,376160,0.2,75232
김성현,1947-11-19,017-461-5343,78,경기도 오산시,27,10,경기도 안성시 옥천동,경기도 평택시 팽성읍,경기도 파주시 파주읍,경기도 성남시 수정구 창곡동,경기도 화성시 비봉면,경기도 평택시 청북읍,N,Y,3,81691,0.5,40846
이현준,1951-12-12,055-095-5592,74,경기도 안성시 계동,24,11,경기도 안성시 보개면,서울특별시 광진구 광장동,경기도 김포시 월곶면,서울특별시 용산구 이촌동,경기도 군포시 속달동,서울특별시 종로구 원서동,N,N,0,169055,0.2,33811
김성민,1952-07-31,055-974-7298,73,경기도 안성시 원곡면,32,12,경기도 가평군 가평읍,경기도 용인시 기흥구 하갈동,서울특별시 영등포구 문래동2가,경기도 하남시 상산곡동,경기도 평택시 서탄면,경기도 김포시 하성면,N,N,0,146097,0.2,29219
김상훈,1948-06-08,041-017-7881,77,경기도 광주시 곤지암읍,34,10,경기도 구리시 인창동,경기도 김포시 양촌읍,서울특별시 중구 무교동,경기도 가평군 북면,경기도 김포시 통진읍,경기도 수원시 권선구,N,N,0,97560,0.2,19512
김광수,1993-01-03,042-169-7994,32,경기도 안성시 서운면,25,12,경기도 평택시 팽성읍,경기도 포천시 가산면,경기도 화성시 배양동,경기도 광주시 도척면,경기도 시흥시 미산동,경기도 평택시 팽성읍,N,N,0,77647,0.3,23294
성주원,2004-03-04,051-756-0687,21,서울특별시 동대문구 답십리동,27,5,경기도 파주시 광탄면,경기도 안성시 숭인동,경기도 평택시 진위면,서울특별시 광진구 중곡동,경기도 파주시 법원읍,경기도 용인시 처인구 백암면,N,N,0,1814,0.3,544
장영자,1984-01-06,02-1275-9176,41,경기도 시흥시 물왕동,30,11,경기도 평택시 청북읍,경기도 양주시 남면,경기도 성남시 분당구 동원동,경기도 안성시 도기동,경기도 광주시 목동,서울특별시 중구 인현동2가,N,N,0,36996,0.2,7399
이보람,1968-11-25,070-3465-1362,57,경기도 연천군 왕징면,36,14,경기도 파주시 탄현면,경기도 파주시 파주읍,경기도 안성시 양성면,경기도 파주시 파평면,경기도 안성시 양성면,서울특별시 종로구 공평동,N,N,0,28023,0.2,5605
강숙자,1988-03-15,017-974-3596,37,경기도 여주시 점동면,38,7,경기도 용인시 처인구 백암면,경기도 안성시 죽산면,경기도 가평군 가평읍,경기도 여주시 점동면,경기도 하남시 풍산동,경기도 화성시 정남면,Y,N,0,67760,0.53,35913
강지훈,1944-09-15,016-888-9581,81,경기도 이천시 설성면,24,11,경기도 파주시 법원읍,서울특별시 용산구 원효로4가,경기도 안성시 대천동,경기도 수원시 팔달구 장안동,경기도 광주시 퇴촌면,경기도 남양주시 진접읍,N,N,0,84604,0.2,16921
장민지,1940-09-23,016-930-7985,85,서울특별시 마포구 중동,24,12,경기도 이천시 신둔면,서울특별시 광진구 군자동,경기도 수원시 권선구 권선동,경기도 이천시 설성면,서울특별시 용산구 청파동2가,서울특별시 성북구 삼선동3가,N,N,0,62224,0.2,12445
서미영,1977-01-17,010-2679-6848,48,경기도 여주시 대신면,29,7,서울특별시 성동구 송정동,경기도 양평군 단월면,경기도 평택시 서탄면,경기도 남양주시 오남읍,경기도 양주시 남면,서울특별시 강남구 청담동,N,Y,3,298306,0.5,149153
송성현,1990-04-18,044-560-2176,35,경기도 남양주시 화도읍,33,14,경기도 화성시 마도면,경기도 여주시 강천면,경기도 고양시 일산서구 일산동,서울특별시 마포구 성산동,경기도 안산시 상록구 수암동,경기도 화성시 정남면,N,N,0,41903,0.2,8381
장아름,1991-03-12,044-065-2969,34,경기도 남양주시 오남읍,26,12,경기도 안성시 대덕면,경기도 수원시 권선구 당수동,경기도 평택시 팽성읍,경기도 이천시 안흥동,경기도 연천군 중면,경기도 안산시 상록구 본오동,N,N,0,57928,0.3,17378
조중수,1972-10-23,052-008-4080,53,경기도 이천시 율현동,30,7,경기도 이천시 마장면,경기도 파주시 조리읍,경기도 안성시 서운면,경기도 파주시 광탄면,경기도 평택시 모곡동,서울특별시 종로구 교북동,N,N,0,132548,0.2,26510
