이름,생년월일,휴대폰번호,연령,주민등록상 행정구역,지하철 이용횟수,버스 이용횟수,승차 Top1 행정동,승차 Top2 행정동,승차 Top3 행정동,하차 Top1 행정동,하차 Top2 행정동,하차 Top3 행정동,저소득층 여부,다자녀 여부,자녀수,이용요금,적립비율,적립금액,휴대폰번호_마스킹
김영미,1951-12-18,061-968-0577,74,경기도 안성시 대덕면,32,11,경기도 가평군 조종면,경기도 안성시 미양면,경기도 부천시 원미구,경기도 안성시 일죽면,경기도 의왕시 오전동,경기도 여주시 산북면,N,Y,3,381390,0.5,190695,061-***-0577
장지민,1944-07-02,017-190-6012,81,서울특별시 영등포구 양화동,23,9,경기도 안성시 양성면,경기도 포천시 영중면,경기도 안성시 죽산면,경기도 용인시 처인구 포곡읍,경기도 이천시 장호원읍,경기도 김포시 양촌읍,N,Y,3,535924,0.5,267962,017-***-6012
이정숙,1942-05-07,018-493-7036,83,경기도 이천시 신둔면,27,11,서울특별시 양천구 신정동,경기도 가평군 가평읍,서울특별시 강남구 신사동,서울특별시 서대문구 봉원동,경기도 과천시 부림동,서울특별시 종로구 누상동,N,N,0,454027,0.2,90805,018-***-7036
박주원,1934-12-12,053-294-9955,91,경기도 안성시 미양면,35,10,경기도 연천군 장남면,경기도 여주시 홍문동,경기도 평택시 포승읍,경기도 김포시,경기도 양주시 은현면,경기도 평택시 청북읍,N,N,0,106005,0.2,21201,053-***-9955
한지연,1964-07-10,010-2344-2038,61,경기도 여주시 대신면,30,12,경기도 이천시 호법면,경기도 안산시 상록구 수암동,경기도 성남시 분당구 금곡동,서울특별시 용산구 한강로3가,경기도 시흥시 산현동,경기도 이천시 단월동,N,N,0,46522,0.2,9304,010-****-2038
김지후,1972-03-28,011-875-4419,53,경기도 고양시 덕양구 대자동,24,12,경기도 화성시 기산동,경기도 고양시 덕양구 관산동,경기도 부천시 소사구,경기도 연천군 전곡읍,경기도 연천군 백학면,경기도 화성시 봉담읍,N,N,0,176526,0.2,35305,011-***-4419
장현준,1968-02-03,033-890-7366,57,경기도 파주시 탄현면,35,7,경기도 고양시 덕양구 토당동,경기도 이천시 호법면,경기도 화성시 비봉면,경기도 용인시 처인구 이동읍,경기도 용인시 처인구 포곡읍,경기도 파주시 조리읍,N,N,0,156832,0.2,31366,033-***-7366
김명자,1943-09-11,054-922-1296,82,경기도 화성시 팔탄면,32,14,경기도 양주시 회정동,경기도 용인시 기흥구 언남동,서울특별시 중구,경기도 광주시 탄벌동,경기도 용인시 처인구 남사읍,경기도 파주시 파평면,N,N,0,12543,0.2,2509,054-***-1296
김상철,1998-11-20,070-5535-2709,27,경기도 광주시 퇴촌면,28,8,경기도 평택시 팽성읍,경기도 김포시 대곶면,경기도 양주시,경기도 화성시 정남면,경기도 과천시 문원동,서울특별시 중구 을지로2가,N,N,0,360511,0.3,108153,070-****-2709
황은영,1976-03-05,02-6352-8343,49,경기도 가평군 조종면,35,13,서울특별시 중구 남창동,경기도 광주시 곤지암읍,경기도 오산시 가수동,경기도 이천시 신둔면,서울특별시 영등포구 양평동4가,경기도 부천시,N,N,0,7274,0.2,1455,02-6***-8343
이경수,2006-06-14,042-066-2678,19,경기도 김포시 고촌읍,26,11,경기도 연천군 백학면,경기도 평택시 팽성읍,경기도 포천시 가산면,경기도 성남시 분당구 삼평동,경기도 이천시 대월면,서울특별시 종로구 청진동,N,N,0,6877,0.3,2063,042-***-2678
박민지,1943-09-15,02-6039-2023,82,경기도 용인시 처인구 남사읍,38,16,경기도 용인시 처인구 백암면,경기도 양평군 개군면,경기도 용인시 처인구 모현읍,경기도 화성시 장안면,경기도 성남시 분당구 판교동,경기도 화성시 장안면,N,N,0,251566,0.2,50313,02-6***-2023
김진우,2007-01-02,055-844-0587,18,경기도 가평군 가평읍,30,13,경기도 양평군 개군면,경기도 화성시 석우동,경기도 안성시 양성면,경기도 안성시 서인동,서울특별시 서초구 내곡동,경기도 화성시 양감면,N,N,0,545030,0.2,109006,055-***-0587
박보람,1980-06-10,044-015-8916,45,서울특별시 강동구 길동,26,6,경기도 수원시 팔달구 팔달로3가,경기도 안성시 죽산면,서울특별시 노원구,경기도 파주시 장단면,경기도 여주시 북내면,경기도 성남시 분당구 구미동,N,N,0,227173,0.2,45435,044-***-8916
이영호,1974-06-09,019-663-3852,51,경기도 양주시 옥정동,31,7,서울특별시 양천구 목동,서울특별시 서초구 서초동,경기도 평택시 현덕면,경기도 양평군 개군면,경기도 양평군 지평면,경기도 양평군 서종면,Y,N,0,289395,0.53,153379,019-***-3852
홍준영,1960-04-30,063-802-7343,65,경기도 양평군 강상면,28,8,경기도 이천시 사음동,경기도 용인시 처인구 포곡읍,경기도 용인시 처인구 양지면,경기도 포천시 소흘읍,경기도 광주시 퇴촌면,서울특별시 중구 삼각동,N,N,0,472620,0.2,94524,063-***-7343
김옥순,1979-03-11,033-731-2978,46,경기도 양주시 옥정동,17,6,경기도 여주시 가남읍,경기도 가평군 가평읍,경기도 용인시 수지구 상현동,서울특별시 강서구 방화동,경기도 양평군 서종면,경기도 가평군 설악면,N,N,0,74693,0.2,14939,033-***-2978
김상훈,1955-06-15,063-363-6625,70,서울특별시 성북구,27,11,경기도 양평군 개군면,서울특별시 강북구 우이동,경기도 안성시 죽산면,경기도 이천시 율면,서울특별시 구로구 구로동,경기도 양평군 청운면,N,N,0,181102,0.2,36220,063-***-6625
김민수,1970-05-20,053-361-0780,55,경기도 파주시 장단면,29,11,경기도 연천군 왕징면,경기도 안산시 단원구 대부남동,경기도 성남시 수정구 창곡동,경기도 안성시 보개면,경기도 의왕시 포일동,경기도 포천시 창수면,Y,N,0,84308,0.53,44683,053-***-0780
엄예원,2002-03-07,019-272-6676,23,경기도 화성시 팔탄면,28,11,경기도 양주시 덕정동,경기도 포천시 영북면,경기도 안성시 금광면,서울특별시 성북구 보문동2가,경기도 평택시 현덕면,경기도 수원시 팔달구 우만동,Y,N,0,293661,0.53,155640,019-***-6676
박재호,1955-02-16,018-236-9239,70,경기도 양평군 용문면,36,11,경기도 화성시 봉담읍,경기도 여주시 금사면,경기도 안성시 원곡면,경기도 용인시 처인구 이동읍,경기도 김포시 월곶면,서울특별시 종로구 원서동,N,N,0,301999,0.2,60400,018-***-9239
오보람,1980-11-01,053-776-8085,45,경기도 가평군 북면,21,6,경기도 고양시 덕양구 화정동,경기도 파주시 문산읍,경기도 화성시 송산면,경기도 용인시 기흥구 공세동,경기도 파주시 탄현면,서울특별시 용산구 용산동6가,N,Y,2,126265,0.3,37880,053-***-8085
이지현,1974-07-19,042-183-5093,51,경기도 평택시 팽성읍,36,12,경기도 파주시 조리읍,경기도 용인시 수지구 고기동,경기도 연천군 군남면,서울특별시 강북구 번동,경기도 평택시 지제동,서울특별시 도봉구,N,N,0,277210,0.2,55442,042-***-5093
안미정,1941-10-02,051-533-3539,84,서울특별시 종로구 행촌동,38,16,경기도 안성시 보개면,경기도 안성시 보개면,경기도 평택시 고덕면,경기도 여주시 대신면,경기도 용인시 처인구 유방동,경기도 평택시 청북읍,Y,N,0,93511,0.53,49561,051-***-3539
한승민,1963-08-29,02-4179-9124,62,경기도 연천군 전곡읍,32,13,경기도 하남시 초일동,경기도 양주시 백석읍,경기도 화성시 기산동,경기도 연천군 신서면,경기도 양주시,경기도 포천시 이동면,N,N,0,216381,0.2,43276,02-4***-9124
이예원,1984-06-18,016-015-7725,41,경기도 양평군 지평면,29,9,경기도 포천시 선단동,경기도 여주시 점동면,경기도 광주시 양벌동,서울특별시 마포구 합정동,경기도 안성시 서운면,경기도 가평군 조종면,N,N,0,71102,0.2,14220,016-***-7725
김수빈,1946-05-05,061-748-1665,79,경기도 용인시 기흥구 농서동,42,10,경기도 화성시 봉담읍,경기도 여주시 대신면,경기도 용인시 처인구 모현읍,경기도 양주시 덕계동,경기도 파주시 적성면,경기도 여주시 대신면,N,Y,3,25422,0.5,12711,061-***-1665
이성현,1969-04-24,043-227-6466,56,경기도 화성시 우정읍,32,14,경기도 화성시 우정읍,경기도 평택시 안중읍,경기도 안성시 고삼면,경기도 여주시 흥천면,경기도 파주시 진동면,경기도 양평군 양동면,N,N,0,331617,0.2,66323,043-***-6466
김현주,1993-08-11,010-8669-9135,32,경기도 남양주시 화도읍,29,8,서울특별시 서초구 서초동,서울특별시 서대문구 합동,경기도 여주시 가남읍,경기도 광주시 도척면,경기도 이천시 부발읍,경기도 이천시 단월동,Y,N,0,6395,0.53,3389,010-****-9135
장상훈,1953-04-11,062-086-4832,72,경기도 부천시 원미구 도당동,21,18,경기도 여주시 점동면,경기도 파주시 파주읍,경기도 포천시 내촌면,경기도 화성시 서신면,서울특별시 강남구 압구정동,서울특별시 성북구 동선동5가,N,N,0,123810,0.2,24762,062-***-4832
송진우,1995-03-25,010-2076-6906,30,경기도 양평군 용문면,34,8,경기도 여주시 북내면,서울특별시 강북구 우이동,경기도 화성시 장안면,경기도 이천시 호법면,경기도 안성시 보개면,경기도 용인시 처인구 양지면,N,N,0,593634,0.3,178090,010-****-6906
정숙자,2007-05-10,016-947-7149,18,경기도 화성시 송산면,31,8,경기도 양평군 지평면,경기도 부천시 소사구 송내동,경기도 이천시 설성면,경기도 남양주시,경기도 용인시 처인구 남사읍,경기도 광주시 퇴촌면,N,N,0,193,0.2,39,016-***-7149
김진우,1993-05-02,031-690-6401,32,경기도 파주시 광탄면,30,8,서울특별시 마포구 염리동,경기도 오산시 고현동,경기도 화성시 남양읍,경기도 안성시 고삼면,경기도 용인시 기흥구 고매동,경기도 평택시 고덕면,N,Y,2,519110,0.3,155733,031-***-6401
김현숙,2006-07-29,051-176-4081,19,경기도 수원시 팔달구 인계동,25,13,경기도 오산시 세교동,경기도 파주시 파평면,경기도 파주시 적성면,경기도 동두천시 생연동,경기도 수원시 팔달구 인계동,경기도 평택시 청북읍,N,Y,2,17710,0.3,5313,051-***-4081
황영식,1998-06-28,017-043-9112,27,경기도 의왕시 이동,30,9,경기도 시흥시 매화동,경기도 과천시 갈현동,서울특별시 성북구 성북동,경기도 여주시 금사면,경기도 평택시 죽백동,경기도 평택시 현덕면,N,N,0,161656,0.3,48497,017-***-9112
남서현,1994-03-06,018-997-4800,31,경기도 김포시 월곶면,41,9,경기도 이천시 설성면,경기도 화성시 봉담읍,경기도 남양주시 수동면,경기도 화성시 팔탄면,경기도 이천시 설성면,경기도 화성시 남양읍,N,N,0,109859,0.3,32958,018-***-4800
김민재,1965-09-02,031-492-6003,60,경기도 안성시 서운면,32,14,서울특별시 종로구 삼청동,서울특별시 성북구 보문동3가,경기도 화성시 정남면,서울특별시 성동구 송정동,경기도 안성시 대덕면,경기도 포천시 화현면,N,N,0,41658,0.2,8332,031-***-6003
서승현,1979-12-22,02-6951-6258,46,경기도 김포시 고촌읍,34,8,서울특별시 마포구 연남동,경기도 평택시 서탄면,경기도 평택시 고덕면,서울특별시 중구 충무로4가,경기도 포천시 신북면,경기도 파주시 하지석동,Y,Y,2,234869,0.53,124481,02-6***-6258
이채원,1970-09-02,041-248-0956,55,경기도 양평군 양평읍,36,13,서울특별시 송파구 마천동,경기도 평택시 진위면,경기도 포천시 영중면,경기도 양평군 개군면,경기도 파주시 적성면,경기도 평택시 고덕면,Y,N,0,65967,0.53,34963,041-***-0956
김민준,2006-12-04,011-174-2221,19,경기도 여주시 가남읍,41,11,경기도 이천시 호법면,서울특별시 중구 남산동1가,서울특별시 종로구 안국동,경기도 양주시 장흥면,서울특별시 종로구 효제동,경기도 파주시 문산읍,N,N,0,259987,0.3,77996,011-***-2221
홍상훈,1953-06-05,02-0246-7648,72,경기도 광주시 퇴촌면,31,15,서울특별시 강서구 화곡동,서울특별시 서대문구 대신동,경기도 파주시 군내면,경기도 평택시 동삭동,경기도 광주시 초월읍,경기도 광명시 노온사동,N,Y,3,94993,0.5,47496,02-0***-7648
신지은,1954-08-24,010-5296-7331,71,경기도 평택시 현덕면,29,10,경기도 남양주시 진건읍,경기도 남양주시 수석동,경기도 화성시 남양읍,경기도 연천군 왕징면,서울특별시 종로구 원남동,경기도 이천시 부발읍,N,N,0,8241,0.2,1648,010-****-7331
조윤서,1955-04-08,033-228-6089,70,경기도 안성시 양성면,24,8,경기도 연천군 군남면,서울특별시 성동구 응봉동,경기도 양평군 양평읍,서울특별시 성북구 보문동7가,경기도 포천시 창수면,경기도 광주시 초월읍,N,N,0,106930,0.2,21386,033-***-6089
이지은,1988-07-31,031-538-5190,37,경기도 용인시 처인구 양지면,31,7,경기도 이천시 안흥동,경기도 양주시 광적면,경기도 화성시 배양동,경기도 평택시 합정동,경기도 안성시 일죽면,경기도 가평군 청평면,Y,Y,3,200405,0.53,106215,031-***-5190
오서현,1945-01-05,043-206-7740,80,경기도 화성시 마도면,34,9,경기도 여주시 대신면,경기도 수원시 장안구 이목동,서울특별시 종로구 숭인동,경기도 평택시 오성면,경기도 가평군 설악면,경기도 광주시 퇴촌면,Y,N,0,24683,0.53,13082,043-***-7740
장은서,2001-02-21,019-938-5491,24,경기도 안성시 대덕면,29,11,경기도 용인시 처인구 남사읍,경기도 용인시 처인구 원삼면,경기도 여주시 월송동,경기도 안성시 미양면,경기도 안성시 석정동,경기도 화성시 매송면,N,N,0,329996,0.3,98999,019-***-5491
전서현,1988-04-30,063-444-5747,37,서울특별시 서대문구 미근동,31,15,경기도 가평군 가평읍,경기도 파주시 교하동,경기도 안성시 보개면,경기도 시흥시 방산동,경기도 안성시 양성면,경기도 수원시 영통구 매탄동,N,Y,3,175082,0.5,87541,063-***-5747
박은경,1979-12-04,031-234-8812,46,경기도 광주시 남종면,34,6,경기도 남양주시 진건읍,경기도 가평군 가평읍,서울특별시 강남구 세곡동,경기도 양주시 남면,경기도 과천시 원문동,경기도 양주시 광적면,N,N,0,445950,0.2,89190,031-***-8812
류광수,1978-08-04,018-511-4091,47,경기도 여주시 대신면,25,16,경기도 연천군 왕징면,경기도 연천군 왕징면,경기도 화성시 향남읍,경기도 김포시 양촌읍,경기도 파주시 광탄면,서울특별시 중구 산림동,N,N,0,476790,0.2,95358,018-***-4091
김민재,1943-03-30,052-600-2258,82,경기도 파주시 탄현면,34,8,경기도 포천시 창수면,경기도 평택시 현덕면,경기도 파주시 산남동,경기도 안성시 공도읍,서울특별시 영등포구,서울특별시 종로구 숭인동,N,N,0,639242,0.2,127848,052-***-2258
